灿鸿_温州,,,,,,,
时间1,实测,时间2,迭代次数1,迭代次数2,迭代次数3,迭代次数4,迭代次数5
2021/7/12 4:00,2.94881,2021/7/11 4:00,2.19864,2.196410708,2.277052329,2.096930129,2.232972163
2021/7/12 5:00,2.97354,2021/7/11 5:00,2.190975,2.215748496,2.150420299,2.275357061,2.203652212
2021/7/12 6:00,3.12187,2021/7/11 6:00,2.18958,2.204492102,2.143786859,2.184161922,2.291759019
2021/7/12 7:00,2.70571,2021/7/11 7:00,2.1906,2.232748187,2.269909499,2.198654336,2.218811595
2021/7/12 8:00,2.5821,2021/7/11 8:00,2.19531,2.168413261,2.240923629,2.218819568,2.211066057
2021/7/12 9:00,2.5821,2021/7/11 9:00,2.20239,2.174147257,2.270584648,2.074494245,2.273744437
2021/7/12 10:00,2.36372,2021/7/11 10:00,2.209665,2.290461893,2.397567881,2.204351927,2.254158893
2021/7/12 11:00,2.28956,2021/7/11 11:00,2.214915,2.125457652,2.123386375,2.105404761,2.136404643
2021/7/12 12:00,2.09178,2021/7/11 12:00,2.218605,2.116548776,2.192454364,2.105554002,2.186063622
2021/7/12 13:00,2.28956,2021/7/11 13:00,2.216505,2.230725536,2.220156521,2.140414721,2.251796965
2021/7/12 14:00,2.40905,2021/7/11 14:00,2.21346,2.115005077,2.173267286,2.023385711,2.215883161
2021/7/12 15:00,2.60682,2021/7/11 15:00,2.210625,2.24015609,2.205890528,2.189396311,2.342800104
2021/7/12 16:00,2.65627,2021/7/11 16:00,2.19573,2.276232151,2.217544669,2.296927827,2.357824616
2021/7/12 17:00,2.90349,2021/7/11 17:00,2.182695,2.146876781,2.150749843,2.052852869,2.195432202
2021/7/12 18:00,2.92409,2021/7/11 18:00,2.17356,2.128520325,2.216919664,2.100210554,2.161305211
2021/7/12 19:00,3.0477,2021/7/11 19:00,2.17206,2.233815923,2.234651003,2.14676553,2.304046318
2021/7/12 20:00,3.14659,2021/7/11 20:00,2.179365,2.165690579,2.120804373,2.218418079,2.169791337
2021/7/12 21:00,3.39381,2021/7/11 21:00,2.20437,2.199584534,2.225096442,2.19213404,2.201208184
2021/7/12 22:00,3.76053,2021/7/11 22:00,2.248185,2.350422263,2.442540214,2.292177258,2.307358266
2021/7/12 23:00,4.02835,2021/7/11 23:00,2.309985,2.287687191,2.242107574,2.226998261,2.349296721
2021/7/13 0:00,4.2014,2021/7/12 0:00,2.356785,2.304978381,2.253747717,2.269388987,2.299696532
2021/7/13 1:00,4.39918,2021/7/12 1:00,2.396895,2.410883994,2.372716314,2.429359435,2.392256119
2021/7/13 2:00,4.61756,2021/7/12 2:00,2.43465,2.545832159,2.633180661,2.485049097,2.474831425
2021/7/13 3:00,4.84006,2021/7/12 3:00,2.48109,2.439884167,2.476377068,2.398007508,2.525035418
2021/7/13 4:00,4.96367,2021/7/12 4:00,2.51058,2.623975366,2.70228086,2.5398839,2.742139723
